Ligand,Additive,Base,Aryl halide,Yield
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,0.2136830036
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,0.2318775096999999
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,0.150343232
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,0.0
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,0.0484059533
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,Ic1cccnc1,0.00027450906
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccon1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,0.0097555089
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Fc1cccc(c1c1ccno1)F,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,0.09241578451
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1ccon1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,0.4770226953
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,0.8989767812999999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,0.7423518283999999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,0.4198383636
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Cl)(F)F,0.0
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)n1cccc1,CN(C(=NC(C)(C)C)N(C)C)C,Ic1ccccn1,0.5826903703
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Br,0.1990273024
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,0.5446826622
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,0.5201896484
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,0.6635401824999999
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,0.5570352222
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)n1cccc1,CN1CCCN2C1=NCCC2,Ic1ccccn1,0.8470172212999999
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,0.06618305452
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)n1cccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,0.2423482722
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,0.03622466468
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,0.03920306162
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Cl)(F)F,0.1788950544999999
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Fc1cccc(c1c1ccno1)F,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,0.1316893511
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,0.0
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,0.02917168593
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)OC,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Cl,0.0355419528199999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)C,CN1CCCN2C1=NCCC2,Clc1ccccn1,0.7555480498
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,0.1192095297
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,0.0946569581
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,0.1185943612
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,Ic1ccccn1,0.4083653695
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccno1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,0.4439407022
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN1CCCN2C1=NCCC2,Clc1ccccn1,0.6335366236
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CN(C(=NC(C)(C)C)N(C)C)C,Ic1ccccn1,0.6235242374000001
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,0.2620309393
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,0.1236887401
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,0.2148672588
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1noc(c1)c1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Cl,0.047108856
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,0.0
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Fc1cccc(c1c1ccno1)F,CN1CCCN2C1=NCCC2,Clc1cccnc1,0.0
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,Clc1ccccn1,0.7802488381
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Fc1cccc(c1c1ccno1)F,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,0.09250516466
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Br,0.1604854772999999
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1cccnc1,0.1603639807
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,0.2334747951
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CN1CCCN2C1=NCCC2,Clc1ccccn1,0.1883260332
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,0.00546791384
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)noc2,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,0.1161765415
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,0.2556755062
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Br,0.6546891846
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1noc(c1)c1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,0.4059375347000001
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,0.04225486824
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN1CCCN2C1=NCCC2,Clc1cccnc1,0.0
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,0.3507866175
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,0.3321564888
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,0.1587410565
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1ccon1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,0.5083768511
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Fc1cccc(c1c1ccno1)F,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,0.1510135262999999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1conc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,0.1844134196
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,Brc1cccnc1,0.4353836522
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,0.2269659515
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)OC,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,0.2825277351
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1ccon1,CN1CCCN2C1=NCCC2,Ic1cccnc1,0.4909682213
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1ccco1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,0.6165083258
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,0.0803811302599999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)C,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,0.0049264217
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,Clc1cccnc1,0.1450083816
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,0.4433872807
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1ccno1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,0.5489240734999999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,0.2049711258
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)n1cccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,0.09993569506
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CN1CCCN2C1=NCCC2,Clc1ccccn1,0.8668959994
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,0.4401604328
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)noc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,0.1123128528
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)I)(F)F,0.4886581696
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CN(C(=NC(C)(C)C)N(C)C)C,Ic1ccccn1,0.4453583158
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)OC,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1cccnc1,0.4789881593
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Br,0.2839231834
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,0.7757371189
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,0.3122952549
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)OC,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,0.0
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,0.4217741181
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1cccnc1,0.1363572226
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Cl,0.01112505085
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Cl,0.0
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,0.3513952711999999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Cl,0.00613157833
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,0.04278834497
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)I,0.4494211074
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)I,0.1124955158
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,0.0
CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,0.8218478159999999
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,0.0458213428
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1cccnc1,0.00810171959
CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,0.00884950948
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,0.6578374617999999
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,0.02038853369
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1ccco1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,0.7599606764000001
COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,0.00747631534
