substrate,base,fluoride,yield
CC(O)COC1=CC=CC=C1,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.31
CC(O)COC1=CC=CC=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.34
CC(O)COC1=CC=CC=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.52
CC(O)COC1=CC=CC=C1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.69
CC(O)COC1=CC=CC=C1,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.82
CC(O)COC1=CC=CC=C1,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.35
CC(O)COC1=CC=CC=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.44
CC(O)COC1=CC=CC=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.6
CC(O)COC1=CC=CC=C1,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.76
CC(O)COC1=CC=CC=C1,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.9
CC(O)COC1=CC=CC=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.26
CC(O)COC1=CC=CC=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.23
CC(O)COC1=CC=CC=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.46
CC(O)COC1=CC=CC=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.59
CC(O)COC1=CC=CC=C1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.85
CC(O)COC1=CC=CC=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.41
CC(O)COC1=CC=CC=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.32
CC(O)COC1=CC=CC=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.57
CC(O)COC1=CC=CC=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.59
CC(O)COC1=CC=CC=C1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.86
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.39
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.56
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.45
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.49
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.57
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.81
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.73
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.81
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.82
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.84
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.64
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.59
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.78
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.86
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.84
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.78
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.66
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.78
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.76
ClC(C=C1)=CC=C1/C=C2C3=C(C(C(CN(CCCC)CCCC)O)=CC(Cl)=C3)C4=CC=C(Cl)C=C4\2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.82
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.03052500000000025
CC(C)=CCCC(C)(O)C=C=S,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.009281833333333307
[C-]CC=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.00959516666666664
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.03051000000000027
[C+]=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.010924583333333304
[C-]C(O)(C=C)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.010276833333333301
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.03044000000000028
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.03460666666666693
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.030375000000000256
C=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.0027659999999999994
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.032050000000000266
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.033140000000000266
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.029300000000000246
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02978000000000025
CC(C)(O)CCc1ccccc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.01168333333333321
C=C=[C-]C(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.009765166666666639
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.03093500000000024
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.010084999999999896
CC(C)=CCCC(C)(O)C=C=S,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.005326785714285708
[C-]CC=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.006074285714285707
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.008979999999999887
[C+]=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.006923285714285702
[C-]C(O)(C=C)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.006386452380952371
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.008739999999999878
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.013694166666666552
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.008809999999999889
C=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.0008550000000000004
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01185333333333322
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.012673333333333214
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.009149999999999894
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.009069999999999892
CC(C)(O)CCc1ccccc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.005749999999999966
C=C=[C-]C(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.005771285714285708
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.010404999999999902
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0016900000000000005
CC(C)=CCCC(C)(O)C=C=S,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0019051666666666666
[C-]CC=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.002952666666666666
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0009100000000000004
[C+]=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0019508333333333335
[C-]C(O)(C=C)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.003277333333333333
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0003600000000000001
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0038826666666666614
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0007100000000000002
C=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,1e-05
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0031299999999999974
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.003379999999999996
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0012200000000000006
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0009800000000000004
CC(C)(O)CCc1ccccc1,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0009450000000000006
C=C=[C-]C(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.002135666666666667
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0018000000000000008
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0020000000000000005
CC(C)=CCCC(C)(O)C=C=S,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0029279999999999996
[C-]CC=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0032346666666666643
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0009500000000000005
[C+]=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0032499999999999977
[C-]C(O)(C=C)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.00354033333333333
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.00043000000000000015
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.004420833333333328
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0007600000000000003
C=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.00037000000000000016
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.003569999999999996
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0038699999999999967
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0013400000000000005
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0010800000000000002
CC(C)(O)CCc1ccccc1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.003011999999999997
C=C=[C-]C(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.002979333333333332
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0018500000000000007
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1429316666666673
CC(C)=CCCC(C)(O)C=C=S,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12221166666666528
[C-]CC=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1438116666666649
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12770333333333408
[C+]=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.124553333333332
[C-]C(O)(C=C)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.11724266666666533
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.11337000000000093
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.17149833333333392
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13441833333333408
C=CC(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.093634999999999
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.17168666666666718
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1726116666666671
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.15464833333333394
CC12C[N+]C(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13434000000000076
CC(C)(O)CCc1ccccc1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.17815499999999912
C=C=[C-]C(C)(O)CCC=C(C)C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.12291066666666543
[C+]=CC12CC1C(O)CC=CCC1C3CC=C(c4cccnc4)C3(C)CCC12,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.16680166666666701
CC12CC(O)NCC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.043043333333333114
CC(C)=CCCC(C)(O)C=C=S,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02408940476190454
[C-]CC=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.024037142857142632
CC12CC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04322999999999979
[C+]=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02502107142857123
[C-]C(O)(C=C)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02410249999999978
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.043979999999999755
CC12CCC(O)CC1=CCC1[C+]2=CCC2(C)C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.046046666666666396
CC12CCC3C(CC=C4CC(O)CCCC43Cl)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.043383333333333114
C=CC(C)(O)CCC=C(C)C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.017873333333333078
CC1C(O)CC2=CCC3C4CC=C(c5cccnc5)C4([O-])CCC3C21C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.043453333333333136
CC12CCC34CCC(O)CC3=CCC(C4)C1CC=C2c1cccnc1,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.044573333333333125
CC12CC3C(O)CC1=CCC1C2CCC32C(c3cccnc3)=CCC12,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.04177999999999985
